entrez	cytoband	symbol
105371756	17q12	LOC105371756
105371757	17q12	LOC105371757
105371760	17q12	LOC105371760
105371761	17q12	LOC105371761
105371762	17q12	LOC105371762
105371763	17q12	LOC105371763
105371764	17q12	LOC105371764
105371766	17q12	LINC02079
105371767	17q12	LOC105371767
105371768	17q12	LOC105371768
105371770	17q12	LOC105371770
105371771	17q12	LOC105371771
105371773	17q21.2	LOC105371773
105371775	17q21.2	LOC105371775
105371776	17q21.2	LOC105371776
105371777	17q21.2	LOC105371777
105371778	17q21.2	LOC105371778
105371781	17q21.2	LOC105371781
105371785	17q21.31	LOC105371785
105371786	17q21.31	LOC105371786
105371787	17q21.31	LOC105371787
105371788	17q21.31	LOC105371788
105371789	17q21.31	LOC105371789
105371790	17q21.31	LOC105371790
105371791	17q21.31	LOC105371791
105371792	17q21.31	LOC105371792
105371793	17q21.31	LOC105371793
105371795	17q21.31	LOC105371795
105371796	17q21.31	LOC105371796
105371798	17q21.32	LINC01974
105371800	17q21.31	LOC105371800
105371807	17q21.32	THRA1/BTR
105371808	17q21.32	LOC105371808
105371809	17q21.32	LINC02086
105371811	17q21.32	LOC105371811
105371812	17q21.32	LOC105371812
105371813	17q21.32	LOC105371813
105371814	17q21.32	LOC105371814
105371816	17q21.32	LOC105371816
105371817	17q21.33	LOC105371817
105371818	17q21.33	LOC105371818
105371819	17q21.33	LOC105371819
105371820	17q21.33	LOC105371820
105371822	17q21.33	LOC105371822
105371824	17q21.33	LOC105371824
105371825	17q21.33	LOC105371825
105371828	17q21.33	LINC02073
105371829	17q22	LOC105371829
105371830	17q22	LINC01982
105371831	17q22	LINC02089
105371833	17q22	LOC105371833
105371836	17q22	LOC105371836
105371839	17q22	LOC105371839
105371840	17q22	LOC105371840
105371841	17q22	LOC105371841
105371842	17q22	LOC105371842
105371843	17q22	LOC105371843
105371844	17q22	LOC105371844
105371845	17q23.1	LOC105371845
105371847	17q23.1	LOC105371847
105371848	17q23.1	LOC105371848
105371849	17q23.1	LOC105371849
105371850	17q23.2	LOC105371850
105371853	17q23.2	LOC105371853
105371854	17q23.2	LOC105371854
105371856	17q23.3	LOC105371856
105371857	17q23.3	LOC105371857
105371858	17q23.3	LOC105371858
105371860	17q24.1	LOC105371860
105371864	17q24.1	LOC105371864
105371867	17q24.1	LOC105371867
105371870	17q24.2	LOC105371870
105371871	17q24.2	LOC105371871
105371873	17q24.2	LOC105371873
105371874	17q24.2	LOC105371874
105371877	17q24.2	LOC105371877
105371878	17q24.3	LOC105371878
105371879	17q24.3	LOC105371879
105371880	17q24.3	LOC105371880
105371881	17q24.3	LOC105371881
105371882	17q24.3	LOC105371882
105371884	17q24.3	LOC105371884
105371887	17q24.3	LOC105371887
105371888	17q25.1	LOC105371888
105371891	17q25.1	LOC105371891
105371893	17q25.1	LOC105371893
105371894	17q25.1	LOC105371894
105371896	17q25.1	LOC105371896
105371898	17q25.1	LOC105371898
105371899	17q25.2	LOC105371899
105371900	17q25.2	LOC105371900
105371901	17q25.2	LOC105371901
105371903	17q25.3	LOC105371903
105371906	17q25.3	LACAT1
105371907	17q25.3	LOC105371907
105371908	17q25.3	LOC105371908
105371909	17q25.3	LOC105371909
105371910	17q25.3	LOC105371910
105371912	17q25.3	LOC105371912
105371919	17q25.3	LINC01977
105371921	17q25.3	LOC105371921
105371922	17q25.3	LOC105371922
105371925	17q25.3	LOC105371925
105371926	17q25.3	LOC105371926
105371927	17q25.3	LINC01971
105371929	17q25.3	LOC105371929
105371930	17q11.2	LOC105371930
105371932	17q12	LOC105371932
105371933	17q12	LOC105371933
105371934	17q21.2	LOC105371934
105371936	17q23.2	LOC105371936
105371939	17q25.3	LOC105371939
105371941	17q25.3	LOC105371941
105371942	17q25.3	LOC105371942
105371944	17q25.3	LOC105371944
105371948	17q25.3	LOC105371948
105371950	18p11.32	LOC105371950
105371951	18p11.32	LOC105371951
105371952	18p11.32	LOC105371952
105371953	18p11.32	LOC105371953
105371954	18p11.32	LOC105371954
105371956	18p11.32	LOC105371956
105371957	18p11.32	LOC105371957
105371958	18p11.32	LOC105371958
105371959	18p11.32	LOC105371959
105371960	18p11.32	LOC105371960
105371961	18p11.32	LOC105371961
105371963	18p11.31	LOC105371963
105371964	18p11.31	LINC01895
105371965	18p11.31	LOC105371965
105371967	18p11.31	LOC105371967
105371968	18p11.31	LOC105371968
105371969	18p11.31	LINC01892
105371970	18p11.31	LOC105371970
105371972	18p11.31	LOC105371972
105371973	18p11.23	LOC105371973
105371974	18p11.23	LOC105371974
105371975	18p11.23	LOC105371975
105371976	18p11.23	LOC105371976
105371980	18p11.22	LOC105371980
105371981	18p11.22	LOC105371981
105371982	18p11.22	LOC105371982
105371983	18p11.22	LOC105371983
105371984	18p11.22	LOC105371984
105371985	18p11.22	LOC105371985
105371986	18p11.22	LOC105371986
105371987	18p11.22	LOC105371987
105371988	18p11.22	LOC105371988
105371989	18p11.22	LOC105371989
105371990	18p11.22	LOC105371990
105371992	18p11.21	LOC105371992
105371993	18p11.21	LOC105371993
105371994	18p11.21	LINC01928
105371995	18p11.21	LOC105371995
105371996	18p11.21	LOC105371996
105371998	18p11.21	LOC105371998
105372003	18p11.21	LOC105372003
105372004	18p11.21	LOC105372004
105372005	18p11.21	LOC105372005
105372006	18p11.21	LOC105372006
105372007	18p11.21	LOC105372007
105372008	18p11.21	LOC105372008
105372009	18p11.21	LOC105372009
105372010	18p11.21	LOC105372010
105372011	18p11.21	LINC01906
105372016	18q11.2	LOC105372016
105372017	18q11.2	LOC105372017
105372018	18q11.2	LOC105372018
105372019	18q11.2	LOC105372019
105372022	18q11.2	LOC105372022
105372023	18q11.2	LOC105372023
105372026	18q11.2	LOC105372026
105372027	18q11.2	LOC105372027
105372028	18q11.2	LOC105372028
105372029	18q11.2	LOC105372029
105372030	18q11.2	LINC01894
105372031	18q11.2	LOC105372031
105372034	18q11.2	LOC105372034
105372035	18q11.2	LOC105372035
105372036	18q11.2	LOC105372036
105372037	18q11.2	LINC01908
105372038	18q11.2	LOC105372038
105372039	18q11.2	LOC105372039
105372040	18q11.2	LOC105372040
105372041	18q11.2	LOC105372041
105372042	18q12.1	LOC105372042
105372043	18q12.1	LOC105372043
105372044	18q12.1	LOC105372044
105372045	18q12.1	LOC105372045
105372046	18q12.1	LOC105372046
105372047	18q12.1	LOC105372047
105372049	18q12.1	LOC105372049
105372055	18q12.1	LOC105372055
105372058	18q12.1	LOC105372058
105372059	18q12.1	LOC105372059
105372061	18q12.1	LOC105372061
105372063	18q12.2	LOC105372063
105372064	18q12.2	LOC105372064
105372065	18q12.2	LOC105372065
105372066	18q12.2	LOC105372066
105372068	18q12.2	LOC105372068
105372069	18q12.2	LOC105372069
105372071	18q12.2	LOC105372071
105372072	18q12.2	LOC105372072
105372073	18q12.2	LOC105372073
105372074	18q12.2	LOC105372074
105372075	18q12.2	LOC105372075
105372076	18q12.2	LOC105372076
105372077	18q12.2	LOC105372077
105372079	18q12.3	LINC01902
105372080	18q12.3	LINC01901
105372081	18q12.3	LOC105372081
105372082	18q12.3	LOC105372082
105372083	18q12.3	LOC105372083
105372084	18q12.3	LOC105372084
105372085	18q12.3	LOC105372085
105372087	18q12.3	LOC105372087
105372088	18q12.3	LOC105372088
105372089	18q12.3	LOC105372089
105372091	18q12.3	LOC105372091
105372092	18q12.3	LOC105372092
105372093	18q12.3	LOC105372093
105372095	18q21.1	LOC105372095
105372096	18q21.1	LOC105372096
105372097	18q21.1	LOC105372097
105372098	18q21.1	LOC105372098
105372100	18q21.1	LOC105372100
105372101	18q21.1	LOC105372101
105372104	18q21.1	LOC105372104
105372105	18q21.1	LOC105372105
105372106	18q21.1	LOC105372106
105372107	18q21.1	LOC105372107
105372108	18q21.1	LOC105372108
105372109	18q21.1	LOC105372109
105372110	18q21.1	LOC105372110
105372112	18q21.1	LOC105372112
105372114	18q21.1	LOC105372114
105372115	18q21.1	LOC105372115
105372116	18q21.2	LOC105372116
105372117	18q21.2	LOC105372117
105372118	18q21.2	LOC105372118
105372120	18q21.2	LOC105372120
105372121	18q21.2	LOC105372121
105372124	18q21.2	LOC105372124
105372125	18q21.2	LOC105372125
105372126	18q21.2	LOC105372126
105372127	18q21.2	TCF4-AS1
105372130	18q21.2	LOC105372130
105372131	18q21.2	LOC105372131
105372132	18q21.2	LOC105372132
105372133	18q21.2	LOC105372133
105372135	18q21.31	LOC105372135
105372136	18q21.31	LOC105372136
105372138	18q21.31	LINC02565
105372140	18q21.31	LOC105372140
105372141	18q21.31	LOC105372141
105372143	18q21.31	LOC105372143
105372145	18q21.31	LOC105372145
105372146	18q21.32	LOC105372146
105372147	18q21.32	LINC01926
105372151	18q21.32	LOC105372151
105372152	18q21.32	LOC105372152
105372155	18q21.32	LOC105372155
105372156	18q21.32	LOC105372156
105372157	18q21.33	LOC105372157
105372158	18q21.33	LOC105372158
105372159	18q21.33	LOC105372159
105372160	18q21.33	LOC105372160
105372161	18q21.33	LOC105372161
105372165	18q22.1	LOC105372165
105372166	18q22.1	LOC105372166
105372167	18q22.1	LOC105372167
105372168	18q22.1	LOC105372168
105372169	18q22.1	LOC105372169
105372170	18q22.1	LOC105372170
105372172	18q22.1	LOC105372172
105372173	18q22.1	LOC105372173
105372174	18q22.1	LOC105372174
105372175	18q22.1	LINC01912
105372178	18q22.2	LOC105372178
105372179	18q22.2	LOC105372179
105372180	18q22.2	LOC105372180
105372185	18q22.2	LOC105372185
105372186	18q22.3	LOC105372186
105372187	18q22.3	LOC105372187
105372188	18q22.3	LOC105372188
105372189	18q22.3	LOC105372189
105372190	18q22.3	LOC105372190
105372191	18q22.3	LOC105372191
105372194	18q22.3	LOC105372194
105372200	18q23	LOC105372200
105372201	18q23	LOC105372201
105372202	18q23	LOC105372202
105372203	18q23	LOC105372203
105372204	18q23	LOC105372204
105372206	18q23	LOC105372206
105372207	18q23	LINC01893
105372208	18q23	LOC105372208
105372209	18q23	LOC105372209
105372210	18q23	LOC105372210
105372211	18q23	LOC105372211
105372212	18q23	LOC105372212
105372213	18q23	LOC105372213
105372214	18q23	LOC105372214
105372217	18q23	LOC105372217
105372218	18q23	LOC105372218
105372219	18q23	LOC105372219
105372220	18q23	LOC105372220
105372221	18q23	LOC105372221
105372224	18q23	LOC105372224
105372225	18q23	LOC105372225
105372226	18q23	LOC105372226
105372228	18q23	LOC105372228
105372232	19p13.3	LOC105372232
105372233	19p13.3	LOC105372233
105372234	19p13.3	LOC105372234
105372235	19p13.3	LOC105372235
105372236	19p13.3	LOC105372236
105372238	19p13.3	LOC105372238
105372240	19p13.3	LOC105372240
105372242	19p13.3	LOC105372242
105372243	19p13.3	LOC105372243
105372244	19p13.3	LOC105372244
105372245	19p13.3	LOC105372245
105372246	19p13.3	LOC105372246
105372248	19p13.3	LOC105372248
105372249	19p13.3	LOC105372249
105372250	19p13.3	LOC105372250
105372252	19p13.3	LOC105372252
105372253	19p13.3	LOC105372253
105372255	19p13.3	LOC105372255
105372256	19p13.2	LOC105372256
105372257	19p13.2	LOC105372257
105372261	19p13.2	LOC105372261
105372262	19p13.2	LOC105372262
105372263	19p13.2	LOC105372263
105372266	19p13.2	LOC105372266
105372267	19p13.2	LINC01862
105372268	19p13.2	LOC105372268
105372269	19p13.2	LOC105372269
105372270	19p13.2	LOC105372270
105372272	19p13.2	LOC105372272
105372273	19p13.2	LOC105372273
105372274	19p13.2	HSPC102
105372275	19p13.2	LOC105372275
105372278	19p13.2	LOC105372278
105372279	19p13.13	LOC105372279
105372280	19p13.13	GNG14
105372281	19p13.13	LOC105372281
105372282	19p13.13	LOC105372282
105372283	19p13.13	LOC105372283
105372284	19p13.13	LOC105372284
105372288	19p13.12	LINC01841
105372290	19p13.12	LINC01764
105372291	19p13.12	LOC105372291
105372292	19p13.12	LINC01855
105372295	19p13.11	LOC105372295
105372296	19p13.11	LOC105372296
105372298	19p13.11	LOC105372298
105372299	19p13.11	LOC105372299
105372300	19p13.11	LOC105372300
105372308	19p12	LOC105372308
105372309	19p12	LOC105372309
105372310	19p12	LOC105372310
105372311	19p12	LOC105372311
105372314	19p12	LOC105372314
105372315	19p12	LOC105372315
105372316	19p12	LOC105372316
105372317	19p12	LOC105372317
105372318	19p12	LOC105372318
105372319	19p12	LOC105372319
105372321	19p12	LOC105372321
105372323	19p12	LOC105372323
105372324	19p12	LOC105372324
105372325	19p12	LOC105372325
105372326	19p12	LOC105372326
105372328	19p12	LOC105372328
105372330	19p12	LOC105372330
105372331	19p12	LOC105372331
105372332	19p12	LOC105372332
105372334	19p12	LOC105372334
105372335	19p12	LOC105372335
105372337	19p12	LOC105372337
105372338	19p12	LOC105372338
105372339	19p12	LOC105372339
105372343	19p13.11	LOC105372343
105372345	19q11	LOC105372345
105372346	19q11	LOC105372346
105372347	19q11	LOC105372347
105372348	19q11	LOC105372348
105372349	19q12	LOC105372349
105372352	19q12	LOC105372352
105372353	19q12	LOC105372353
105372354	19q12	LOC105372354
105372355	19q12	LOC105372355
105372356	19q12	LOC105372356
105372358	19q12	LOC105372358
105372360	19q12	LOC105372360
105372361	19q12	LOC105372361
105372362	19q12	LOC105372362
105372363	19q12-q13.11	LINC01837
105372364	19q13.11	LOC105372364
105372368	19q13.11	LOC105372368
105372370	19q13.11	LOC105372370
105372371	19q13.11	LOC105372371
105372374	19q13.11	LOC105372374
105372375	19q13.11	LOC105372375
105372377	19q13.11	LOC105372377
105372379	19q13.12	LOC105372379
105372380	19q13.12	LOC105372380
105372383	19q13.12	LOC105372383
105372385	19q13.12	LOC105372385
105372390	19q13.12	LOC105372390
105372394	19q13.13	LOC105372394
105372395	19q13.13	LOC105372395
105372396	19q13.13	LOC105372396
105372397	19q13.2	LOC105372397
105372399	19q13.2	LOC105372399
105372401	19q13.2	LOC105372401
105372404	19q13.2	LOC105372404
105372405	19q13.2	LOC105372405
105372407	19q13.2	LOC105372407
105372410	19q13.31	LOC105372410
105372411	19q13.31	LOC105372411
105372412	19q13.31	LOC105372412
105372414	19q13.31	LOC105372414
105372419	19q13.32	LOC105372419
105372420	19q13.32	LOC105372420
105372421	19q13.32	LOC105372421
105372424	19q13.32	LOC105372424
105372426	19q13.32	LOC105372426
105372427	19q13.32	LOC105372427
105372429	19q13.33	LOC105372429
105372430	19q13.33	LOC105372430
105372431	19q13.33	LOC105372431
105372432	19q13.33	LOC105372432
105372433	19q13.33	LOC105372433
105372434	19q13.33	LOC105372434
105372435	19q13.33	LOC105372435
105372436	19q13.33	LOC105372436
105372437	19q13.33	LOC105372437
105372439	19q13.33	LOC105372439
105372440	19q13.33	LOC105372440
105372441	19q13.33	LOC105372441
105372442	19q13.41	LOC105372442
105372444	19q13.41	LINC01872
105372446	19q13.41	LOC105372446
105372448	19q13.41	LOC105372448
105372449	19q13.41	LOC105372449
105372451	19q13.41	LOC105372451
105372452	19q13.41	LOC105372452
105372453	19q13.41	LOC105372453
105372454	19q13.42	LOC105372454
105372457	19q13.42	LOC105372457
105372458	19q13.42	LOC105372458
105372460	19q13.42	LOC105372460
105372461	19q13.42	LOC105372461
105372462	19q13.42	LOC105372462
105372465	19q13.42	LOC105372465
105372468	19q13.43	LOC105372468
105372470	19q13.43	LOC105372470
105372471	19q13.43	LOC105372471
105372472	19q13.43	LOC105372472
105372473	19q13.43	LOC105372473
105372474	19q13.43	LOC105372474
105372475	19q13.43	LOC105372475
105372476	19q13.43	LOC105372476
105372478	19q13.43	LOC105372478
105372479	19q13.43	LOC105372479
105372480	19q13.43	LOC105372480
105372481	19q13.43	ERVK3-1
105372482	19q13.43	LOC105372482
105372483	19q13.43	LOC105372483
105372484	19q13.43	LOC105372484
105372485	19q13.43	LOC105372485
105372486	19q13.43	LOC105372486
105372489	19q13.2	LOC105372489
105372491	20p13	LOC105372491
105372492	20p13	LOC105372492
105372493	20p13	LOC105372493
105372494	20p13	LOC105372494
105372496	20p13	LOC105372496
105372497	20p13	LOC105372497
105372498	20p13	LOC105372498
105372499	20p13	LOC105372499
105372501	20p13	LOC105372501
105372502	20p13	LOC105372502
105372503	20p13	LOC105372503
105372504	20p13	LOC105372504
105372505	20p13	LOC105372505
105372506	20p13	LOC105372506
105372507	20p13	LOC105372507
105372508	20p13	LOC105372508
105372509	20p13	LOC105372509
105372510	20p13	LOC105372510
105372511	20p13	LOC105372511
105372513	20p12.3	LOC105372513
105372514	20p12.3	LOC105372514
105372516	20p12.3	LINC01713
105372517	20p12.3	LOC105372517
105372518	20p12.3	LOC105372518
105372520	20p12.3	LOC105372520
105372521	20p12.3	LOC105372521
105372522	20p12.3	LOC105372522
105372523	20p12.2	LOC105372523
105372524	20p12.2	LOC105372524
105372525	20p12.2	LOC105372525
105372527	20p12.2	LOC105372527
105372528	20p12.2	LOC105372528
105372529	20p12.2	LOC105372529
105372530	20p12.2	LOC105372530
105372531	20p12.2	LOC105372531
105372532	20p12.1	LOC105372532
105372535	20p12.1	LOC105372535
105372539	20p12.1	LOC105372539
105372541	20p12.1	LOC105372541
105372542	20p12.1	LOC105372542
105372543	20p12.1	LOC105372543
105372544	20p12.1	LOC105372544
105372545	20p12.1	LOC105372545
105372546	20p12.1	LOC105372546
105372547	20p12.1	LOC105372547
105372548	20p12.1	LOC105372548
105372549	20p11.23	LOC105372549
105372550	20p11.23	LOC105372550
105372551	20p11.23	LOC105372551
105372553	20p11.23	LOC105372553
105372554	20p11.23	LOC105372554
105372555	20p11.23	LOC105372555
105372556	20p11.23	LINC00237
105372558	20p11.22	LOC105372558
105372560	20p11.22	LOC105372560
105372561	20p11.22	LOC105372561
105372562	20p11.21	LOC105372562
105372563	20p11.21	LOC105372563
105372564	20p11.21	LOC105372564
105372566	20p11.21	LINC01747
105372567	20p11.21	LOC105372567
105372568	20p11.21	LOC105372568
105372569	20p11.21	LOC105372569
105372571	20p11.21	LOC105372571
105372572	20p11.21	LOC105372572
105372573	20p11.21	LOC105372573
105372574	20p11.21	LOC105372574
105372575	20p11.21	LOC105372575
105372576	20p11.21	LOC105372576
105372577	20p11.21	LOC105372577
105372578	20p11.21	LOC105372578
105372579	20p11.21	LOC105372579
105372580	20p11.21	LOC105372580
105372581	20p11.21	LOC105372581
105372582	20p11.1	LOC105372582
105372585	20p11.21	LOC105372585
105372586	20q11.1	LOC105372586
105372587	20q11.1	LOC105372587
105372588	20q11.21	LOC105372588
105372589	20q11.21	LOC105372589
105372592	20q11.21	LOC105372592
105372593	20q11.21	LOC105372593
105372594	20q11.21	LOC105372594
105372599	20q11.22	LOC105372599
105372602	20q11.23	LOC105372602
105372606	20q11.23	LOC105372606
105372608	20q11.23	LINC01746
105372609	20q11.23	LOC105372609
105372613	20q12	LOC105372613
105372614	20q12	LOC105372614
105372616	20q12	LOC105372616
105372617	20q12	LOC105372617
105372618	20q12	LOC105372618
105372620	20q12	LOC105372620
105372621	20q12	LOC105372621
105372622	20q12	LOC105372622
105372623	20q12	LOC105372623
105372624	20q12	LOC105372624
105372625	20q13.12	LOC105372625
105372626	20q13.12	LINC01728
105372629	20q13.12	LOC105372629
105372630	20q13.12	LOC105372630
105372631	20q13.12	LOC105372631
105372632	20q13.12	LOC105372632
105372633	20q13.12	LOC105372633
105372636	20q13.13	LOC105372636
105372637	20q13.13	LOC105372637
105372639	20q13.13	LOC105372639
105372640	20q13.13	LOC105372640
105372641	20q13.13	LOC105372641
105372643	20q13.13	LOC105372643
105372644	20q13.13	LOC105372644
105372645	20q13.13	LOC105372645
105372646	20q13.13	LOC105372646
105372647	20q13.13	LOC105372647
105372648	20q13.13	LOC105372648
105372649	20q13.13	LOC105372649
105372651	20q13.13	LOC105372651
105372652	20q13.13	LOC105372652
105372653	20q13.13	LOC105372653
105372654	20q13.13	LOC105372654
105372655	20q13.13	LOC105372655
105372656	20q13.13	LOC105372656
105372657	20q13.13	LOC105372657
105372659	20q13.13	LOC105372659
105372661	20q13.13	LOC105372661
105372662	20q13.13	LOC105372662
105372663	20q13.2	LOC105372663
105372664	20q13.2	LOC105372664
105372665	20q13.2	LOC105372665
105372666	20q13.2	LOC105372666
105372667	20q13.2	LOC105372667
105372668	20q13.2	LOC105372668
105372669	20q13.2	LOC105372669
105372670	20q13.2	LOC105372670
105372671	20q13.2	LOC105372671
105372672	20q13.2	LOC105372672
105372675	20q13.2	LOC105372675
105372676	20q13.2	LOC105372676
105372677	20q13.2	LOC105372677
105372678	20q13.2	LOC105372678
105372679	20q13.2	LOC105372679
105372680	20q13.2	LOC105372680
105372681	20q13.31	LOC105372681
105372682	20q13.31	LINC01716
105372683	20q13.31	LOC105372683
105372685	20q13.31	LOC105372685
105372686	20q13.31	LOC105372686
105372687	20q13.31	LOC105372687
105372688	20q13.31	LOC105372688
105372690	20q13.31	LOC105372690
105372692	20q13.31	LOC105372692
105372693	20q13.32	LOC105372693
105372694	20q13.32	LOC105372694
105372695	20q13.32	LOC105372695
105372696	20q13.32	LOC105372696
105372697	20q13.33	LOC105372697
105372698	20q13.33	LOC105372698
105372699	20q13.33	LOC105372699
105372700	20q13.33	LOC105372700
105372701	20q13.33	LOC105372701
105372703	20q13.33	LOC105372703
105372704	20q13.33	LOC105372704
105372705	20q13.33	LOC105372705
105372706	20q13.33	LOC105372706
105372707	20q13.33	LOC105372707
105372708	20q13.33	LOC105372708
105372709	20q13.33	LOC105372709
105372710	20q13.33	LOC105372710
105372711	20q13.33	LOC105372711
105372712	20q13.33	WI2-87327B8.2
105372714	20q11.21	LOC105372714
105372716	20q13.33	LOC105372716
105372717	20q13.33	LOC105372717
105372718	20q13.33	LOC105372718
105372719	20q13.33	LOC105372719
105372720	20q13.33	LOC105372720
105372721	20q13.33	LOC105372721
105372724	20q13.33	LOC105372724
105372725	20q13.33	LOC105372725
105372726	20q13.33	LOC105372726
105372727	20q13.33	LOC105372727
105372730	21p11.2	LINC01666
105372731	21p11.2	LOC105372731
105372733	21p11.2	LOC105372733
105372734	21p11.2	LOC105372734
105372738	21q11.2	LOC105372738
105372739	21q21.1	LOC105372739
105372740	21q21.1	LOC105372740
105372741	21q21.1	LOC105372741
105372745	21q21.1	LOC105372745
105372746	21q21.1	LINC01683
105372747	21q21.2	LOC105372747
105372749	21q21.2	LOC105372749
105372750	21q21.2	LOC105372750
105372751	21q21.2	LINC01684
105372753	21q21.2-q21.3	LOC105372753
105372754	21q21.3	LOC105372754
105372756	21q21.3	LOC105372756
105372757	21q21.3	LOC105372757
105372758	21q21.3	LOC105372758
105372759	21q21.3	LOC105372759
105372760	21q21.3	LOC105372760
105372762	21q21.3	LOC105372762
105372763	21q21.3	LINC01673
105372764	21q21.3	LOC105372764
105372766	21q21.3	LOC105372766
105372767	21q21.3	LOC105372767
105372768	21q21.3	LOC105372768
105372770	21q21.3	LOC105372770
105372772	21q22.11	LOC105372772
105372773	21q22.11	LOC105372773
105372774	21q22.11	LOC105372774
105372775	21q22.11	LOC105372775
105372776	21q22.11	LOC105372776
105372777	21q22.11	LOC105372777
105372779	21q22.11	LOC105372779
105372782	21q22.11	LOC105372782
105372785	21q22.11	LOC105372785
105372787	21q22.11	LOC105372787
105372789	21q22.11	LOC105372789
105372790	21q22.11	LOC105372790
105372791	21q22.11	LOC105372791
105372792	21q22.12	LOC105372792
105372793	21q22.12	LOC105372793
105372795	21q22.13	LOC105372795
105372797	21q22.13	LOC105372797
105372798	21q22.13	LOC105372798
105372799	21q22.13	KCNJ6-AS1
105372801	21q22.13	LOC105372801
105372802	21q22.2	LOC105372802
105372803	21q22.2	LOC105372803
105372804	21q22.2	LOC105372804
105372807	21q22.3	LOC105372807
105372808	21q22.3	LOC105372808
105372809	21q22.3	LOC105372809
105372812	21q22.3	LOC105372812
105372813	21q22.3	LOC105372813
105372814	21q22.3	LOC105372814
105372815	21q22.3	LOC105372815
105372816	21q22.3	LOC105372816
105372817	21q22.3	LOC105372817
105372821	21q22.3	LOC105372821
105372824	21q22.3	LOC105372824
105372825	21q22.3	LOC105372825
105372826	21q22.3	LOC105372826
105372829	21q22.3	LOC105372829
105372831	21p12	CH507-9B2.8
105372832	21p12	LOC105372832
105372833	21q22.3	LOC105372833
105372835	21q22.3	LOC105372835
105372836	21q22.3	LOC105372836
105372837	21q22.3	LOC105372837
105372838	21q22.3	LOC105372838
105372839	21q22.3	LOC105372839
105372840	21q22.3	LINC01694
105372841	21q22.3	LOC105372841
105372842	21q22.3	LOC105372842
105372850	22q11.21	LOC105372850
105372853	22q11.21	LOC105372853
105372857	1q32.1	LOC105372857
105372858	22q11.21	LOC105372858
105372859	22q11.21	LOC105372859
105372860	22q11.21	LOC105372860
105372861	22q11.21	LOC105372861
105372862	22q11.21	LOC105372862
105372863	22q11.21	LOC105372863
105372864	22q11.21	LOC105372864
105372869	1q32.1	LOC105372869
105372871	22q11.21	LOC105372871
105372873	1q32.1	LOC105372873
105372875	1q32.1	LOC105372875
105372876	1q32.1	LOC105372876
105372877	1q32.1	LOC105372877
105372878	1q32.1	LOC105372878
105372879	1q32.1	LOC105372879
105372880	1q32.2	LOC105372880
105372881	1q32.2	LOC105372881
105372883	1q32.2	LOC105372883
105372884	1q32.2	LOC105372884
105372887	1q32.2	LOC105372887
105372888	1q32.2	LOC105372888
105372889	1q32.2	LOC105372889
105372891	1q32.2	LOC105372891
105372892	1q32.2	LOC105372892
105372893	1q32.2	LINC01717
105372894	1q32.2	LINC01774
105372895	1q32.2	LOC105372895
105372896	1q32.2	LOC105372896
105372897	1q32.2	LINC01696
105372898	1q32.2	LOC105372898
105372899	1q32.2	LOC105372899
105372901	1q32.2	LOC105372901
105372902	1q32.2	LOC105372902
105372903	1q32.3	LOC105372903
105372904	1q32.3	LOC105372904
105372906	1q32.3	LOC105372906
105372907	1q32.3	LOC105372907
105372908	1q32.3	LOC105372908
105372909	1q32.3	LOC105372909
105372911	1q32.3	LOC105372911
105372912	1q32.3	LOC105372912
105372915	1q41	LOC105372915
105372916	1q41	LOC105372916
105372918	1q41	LOC105372918
105372919	1q41	LOC105372919
105372920	1q41	LOC105372920
105372922	1q41	LOC105372922
105372923	1q41	LOC105372923
105372924	1q41	LOC105372924
105372925	1q41	LINC01710
105372926	1q41	LOC105372926
105372928	1q41	LOC105372928
105372929	1q41	LOC105372929
105372930	1q41	LOC105372930
105372932	1q41	LOC105372932
105372934	1q41	LOC105372934
105372935	22q11.21	LOC105372935
105372937	1q41	LOC105372937
105372942	22q11.21	LOC105372942
105372944	22q11.21	LINC01651
105372945	1q41	LOC105372945
105372947	22q11.22	LOC105372947
105372948	22q11.22	LOC105372948
105372949	22q11.22	LL22NC03-102D1.18
105372950	1q41	LINC02257
105372952	22q11.22	LOC105372952
105372955	22q11.23	LINC02557
105372956	1q41	LOC105372956
105372957	22q11.23	LOC105372957
105372959	22q11.23	LOC105372959
105372960	22q11.23	LOC105372960
105372962	22q11.23	LOC105372962
105372963	22q12.1	LOC105372963
105372964	22q12.1	LOC105372964
105372968	22q11.23	LOC105372968
105372969	22q11.23	LOC105372969
105372971	22q12.1	LOC105372971
105372972	22q12.1	LINC02559
105372974	22q12.1	LOC105372974
105372976	22q12.1	LOC105372976
105372977	22q12.1	LOC105372977
105372978	22q12.1	LINC01638
105372979	22q12.1	LOC105372979
105372980	22q12.1	LOC105372980
105372981	22q12.1	LOC105372981
105372984	1q41	LOC105372984
105372985	22q12.2	LOC105372985
105372988	22q12.2	LOC105372988
105372989	22q12.2	LOC105372989
105372990	22q12.2	LOC105372990
105372991	22q12.2	LOC105372991
105372994	22q12.2	LOC105372994
105372995	22q12.2	LOC105372995
105372997	22q12.2	LOC105372997
105372998	22q12.3	LOC105372998
105372999	22q12.3	LINC02558
105373000	22q12.3	LOC105373000
105373002	22q12.3	LOC105373002
105373003	22q12.3	LOC105373003
105373004	22q12.3	LL22NC03-104C7.1
105373006	22q12.3	LINC01640
